A4,A5
4,Complete my EdD studies
4,Gain more knowledge about teaching Chinese and as a CL teacher.
4,Learn meaningful knowledge that can be used in life
4,
4,
4,Apply knowledge learnt in daily lives
4,To get my Masters
4,
4,build relationship with others  learn social and communication skills  gain profeesional knowledge of specific coures
4,PD
4,
3,Get my masters degree.
4,
3,
3,Learning new research skills and techniques.
3,riching knowledge and stronger my research
4,"Gain knowledge, get my PhD degree, secure career path after graduation"
4,
5,
5,To develop a strong framework of academic thinking and research rigour.
4,
3,
2,Complete my PhD
3,
4,Gain solid and practical research experience to further my research skills
4,"Expand my professional knowledge in my field and build capacity in Research skills, and academic writing."
4,
4,
4,To gain fruitful learning experiences.
4,Getting a credible qualification from a world recognized university.
4,To attain a masters in counselling and guidance and gain some practical experience
4,1. Acquire counselling skills and knowledge required to become an accredited counsellor   2. Acquire research skills and knowledge required to complete dissertation
4,Wish that for Masters degree electives they would actually give the students option to select the course instead of pre-assign an elective. This defeats the purpose of calling it an elective. If thats the case i would prefer the school to indicate it clearly on the website how the electives work so that it doesn't give people a false impression.
4,Update my learning and to enjoy studying
3,"To have a professionally and widely-accepted qualification, and to have further opportunities for further progression in my career"
4,"Get a Masters degree, and to develop intellectually"
4,nil
4,gain more in depth understanding of related to early childhood
4,learning
4,To obtain my Masters degree
4,"To obtain a higher degree that brings me to higher learning and be able to upgrade my work-related knowledge. However, to my understanding, the field (early childhood) may not recognize the higher degree that I am currently doing (Curriculum & teaching)."
4,"Information on various special needs conditions in mainstreams and special needs school. Techniques used currently in working with children with special needs, their behaviour and curriculum."
4,to keep abreast of the developments in Science
4,"To obtain a recognised master degree at NIE, the one and only well-established teacher training institution"
4,It is a personal goal to achieve a Masters from NTU
3,Deepen research skills   Building capability and pedagogical expertise  Innovation  Collaboration
4,To increase my knowledge in the areas of special needs
4,To learn more about the subject area that interests me.
5,To complete my master course
5,
4,1) To acquire my Masters of Education in Early Childhood.   2) To experience a quality post-graduate education in a world class institutions with professional and caring faculty staffs.
4,Get an international perspective to curriculum planning and teaching
4,NIL
4,To obtain the necessary and current knowledge and skills related to early childhood education that will help me in my practice as well as pique my professional curiosity.
4,"Currently, benefit (in many ways e.g. gaining relevant knowledge, expanding perspectives & eventually get certification) from the Masters programme I am taking."
4,To have deeper understanding of my field of interest
4,attain my masters
3,
4,Learn more about science education
4,learn and complete courses for my masters course
3,To obtain a deg that is affordable.
4,
1,A degree that offers practical benefits to my job field and helps give me greater career mobility.
5,"To learn how to conduct rigorous research  To widen my theoretical knowhow in the filed of Applied Linguistics  To access articles (electronic, print) that are available at the library"
4,
5,improve myself  achieve my Masters
4,Get a master's degree
4,
5,Exposure to vibrant learning environmet
5,
3,To get myself back to school and continue acquiring knowledge as an adult learner.
4,to get a quality education which includes good facilities and being taught by top professors in their field.
4,To learn as much as possible
3,
4,Obtain MSc
4,Deepen knowledge in certain areas of science and technology
5,"Able to gain knowledge share experience through net working from difference professional . I will apply  the knowledge , what I have learn at my work place . I will use the theoritical  knowlege as my  guidance to direct me to do the work with more safe and confidence."
